"Latitude","Longitude","Description","Caption","Placemark number"
55.72230562727376,37.56593723307753,,"0",
55.72930509184584,37.56035823832654,,"1",
55.71944735206621,37.55576629649292,,"2",
55.72635045415957,37.529845428572855,,"3",
55.72838481886425,37.522850227462,,"4",
55.72242673581957,37.522871685134035,,"5",
55.6394282341895,37.35777635584926,,"6",
55.65808999718598,37.73118276606645,,"7",
55.77059887900092,37.664363575087414,,"8",
